customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
9073-ZZIAY,Male,0,Yes,Yes,61,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,107.15265966574768,5295.3239224259205,No
3077-RSNTJ,Female,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,33.57466033852317,156.75562656308642,No
6551-GNYDG,Female,0,Yes,Yes,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),100.01354883072212,1163.8970595154015,No
9167-APMXZ,Female,0,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),100.04829894262791,1870.154436150478,No
2749-CTKAJ,Male,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,39.595026141784686,439.8168642940837,No
6371-NZYEG,Male,0,Yes,Yes,13,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,82.0174599509116,1091.1739416429468,No
7554-NEWDD,Male,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),40.34182547052167,299.0890993463372,No
8992-VONJD,Female,0,No,Yes,11,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,77.84930350218923,833.3586280446348,No
0867-MKZVY,Female,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,97.1567154554561,1669.5561983802572,Yes
4482-EWFMI,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,88.21637069813865,170.70368487851584,No
4648-YPBTM,Male,0,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),90.59347967296752,4009.5535540804863,No
2907-ILJBN,Female,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,41.33063947315385,277.52736495545247,No
6345-FZOQH,Male,0,Yes,No,42,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,36.43798779350674,1420.9660264531406,No
3376-BMGFE,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.38631794241807,284.8876294079309,Yes
5997-OPVFA,Male,0,Yes,No,58,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.28867188503304,6314.123560762835,No
3445-HXXGF,Male,1,Yes,No,42,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,56.50367552159426,2724.574856515487,Yes
1159-WFSGR,Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,33.335140186825086,392.5461478427716,No
7654-YWJUF,Male,0,Yes,No,28,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),110.30065206081011,3610.362524783199,No
1875-QIVME,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,132.55057141012253,289.9157597631542,Yes
6727-IOTLZ,Male,0,Yes,No,10,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,95.66228954620215,1216.0214614278202,No
0691-JVSYA,Female,0,Yes,No,32,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.41895761159324,5033.365976808202,Yes
5918-VUKWP,Female,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),37.92409899877983,724.3149665918495,No
1744-JHKYS,Female,0,Yes,No,29,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,43.42665756569458,846.6467854987403,No
2656-FMOKZ,Female,1,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,80.46604603880766,1182.8827356862564,Yes
2070-FNEXE,Female,1,No,No,4,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),98.0975288484789,582.7903227359049,Yes
5947-SGKCL,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),126.4241807953195,1587.2856995688212,No
3712-PKXZA,Male,0,Yes,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),36.93701283420856,1295.875257866585,No
6317-YPKDH,Female,0,No,No,0,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.595483375692034,85.93576272241589,Yes
6582-OIVSP,Female,0,No,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,60.15105752223934,76.1166046016932,No
9367-WXLCH,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),92.73168879066239,721.6757697318164,Yes
5524-KHNJP,Male,0,Yes,Yes,24,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),94.5647380115264,2491.1851008391486,No
1918-ZBFQJ,Female,0,No,No,10,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,94.85190014977967,1184.9085015054834,Yes
1024-GUALD,Female,0,Yes,No,0,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,33.069322014108714,62.5636465659252,Yes
4827-USJHP,Male,0,No,No,17,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,71.20424685796871,1078.7290467701182,No
8167-GJLRN,Male,0,No,No,2,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,46.81894302855396,135.3130202181579,No
0956-SYCWG,Female,0,No,No,9,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,31.30057877479621,319.1471006720414,No
8017-UVSZU,Female,0,Yes,No,34,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),65.13588781772958,2421.146534689065,No
7100-FQPRV,Male,0,Yes,Yes,32,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),89.39675522950378,3247.49415562705,No
2472-OVKUP,Male,0,Yes,No,5,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,112.86406306735098,584.5942044634688,Yes
2984-RGEYA,Female,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),34.190372939520536,1413.4750417918037,No
9680-NIAUV,Female,0,Yes,Yes,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),122.69907350421789,8155.927805271417,No
2146-EGVDT,Male,0,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),36.95820820455884,1217.969128292014,No
2604-IJPDU,Female,0,Yes,No,13,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,107.18230194247941,1992.5170611677622,No
9178-JHUVJ,Male,0,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),35.51450192220618,645.102906806969,No
6168-YBYNP,Male,0,No,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,126.14041021837484,6574.630033179025,No
7255-SSFBC,Male,0,Yes,Yes,62,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),125.31287869353017,8108.089422033249,No
3645-DEYGF,Male,0,No,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,33.92904572714837,75.57038675583809,No
9323-HGFWY,Female,0,Yes,No,24,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),118.81593949656633,2742.161195213301,No
8544-GOQSH,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),95.58071658081792,1191.7410961068915,No
3363-DTIVD,Male,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,119.46584690307924,,No
7018-WBJNK,Male,0,No,Yes,12,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),96.64881061004625,1086.032534634888,No
9142-KZXOP,Male,0,No,No,27,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.22341171397383,3018.3032151129482,No
7674-YTAFD,Female,0,No,No,28,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),92.84294238124846,2717.6409746448076,No
6348-SNFUS,Male,0,Yes,Yes,62,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),66.31058832511691,4231.286396169351,No
1285-OKIPP,Male,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,92.91854231295113,119.73309217219075,Yes
7825-ECJRF,Female,0,No,No,18,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,113.6264290357208,,Yes
1347-KTTTA,Male,0,Yes,No,63,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),122.3813627644933,6666.412662266601,No
7841-TZDMQ,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),61.390042755704705,87.19029880547387,Yes
4195-NZGTA,Female,0,No,No,0,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,39.058353572489466,74.92824807261155,No
7157-SMCFK,Male,0,No,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.61624535956925,1141.3102029215208,No
4709-LKHYG,Female,0,Yes,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,33.36356639711012,590.252570425701,No
2504-DSHIH,Male,1,Yes,No,20,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,94.95355168240023,2023.9729131681443,No
0699-NDKJM,Female,0,Yes,No,35,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),73.63217127805953,3470.320007889835,No
9286-BHDQG,Male,0,Yes,Yes,45,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),59.109258683322,3183.076376667472,No
0230-WEQUW,Male,0,Yes,No,56,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),63.853431884677555,3834.6596886923294,No
2040-LDIWQ,Male,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),98.55327422597048,5362.594939910001,No
6496-JDSSB,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),91.5996947022835,,No
9408-SSNVZ,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,85.19746838789905,310.6638427011078,Yes
4443-EMBNA,Female,0,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),38.446358036104535,1877.263524888992,No
6469-MRVET,Male,0,Yes,Yes,0,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.72630617562455,66.21066400275556,No
0742-MOABM,Male,0,Yes,No,2,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,65.79265245672286,238.90836294532892,Yes
5961-VUSRV,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),37.52103232871292,256.76999336607656,No
6778-JFCMK,Male,0,No,No,17,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,63.05437183778852,1335.2479935667902,No
6341-JVQGF,Female,0,Yes,Yes,22,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,93.09987459180336,2602.367349808305,No
2232-DMLXU,Female,0,Yes,No,0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,66.89744613698176,131.1491844833448,Yes
4811-JBUVU,Male,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),96.84665615256552,2754.442435674414,No
0945-TSONX,Female,0,Yes,Yes,37,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),107.15693038897331,,No
2651-ZCBXV,Male,0,No,No,36,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),123.48860713145496,5790.112558222392,No
3316-UWXUY,Male,0,No,No,34,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),112.7362440392645,4803.292418089549,No
8937-RDTHP,Male,0,No,No,0,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,92.97784737917922,,Yes
7083-MIOPC,Female,0,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),34.05594315973129,1631.9478158578245,No
1984-GPTEH,Female,0,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.527071294007136,758.7605191042795,No
1251-KRREG,Male,0,No,No,1,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,62.18189876290729,175.42451886375827,Yes
0621-JFHOL,Female,0,No,No,8,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,45.12001678353914,354.5495915961278,No
9903-LYSAB,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,86.5341940442564,1340.0945267423592,No
0094-OIFMO,Female,1,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.80509267465023,1190.2670047107986,Yes
9227-UAQFT,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,36.347453015100214,348.84528985848675,No
7301-ABVAD,Female,0,No,No,64,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),106.447647015103,6406.008203234677,No
6614-FHDBO,Male,0,No,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),132.96930659572456,7875.866750457856,No
7576-ASEJU,Female,0,Yes,Yes,34,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),84.94930897457397,3243.4113839540278,No
9058-HRZSV,Female,1,Yes,No,47,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,107.8467373670182,6144.925066029061,No
4522-AKYLR,Female,1,No,No,9,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,69.70732056575525,783.7569687360146,No
0221-WMXNQ,Male,1,No,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,89.81446656479996,324.66425001316156,No
0303-UNCIP,Male,0,No,No,32,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,83.4932181699119,2593.853867024706,No
9947-OTFQU,Male,1,No,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,91.23115866339269,1100.71478507042,Yes
0322-YINQP,Male,0,No,No,0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,62.04124620825973,84.89907486176065,Yes
0959-WHOKV,Male,0,No,No,32,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,115.70245641200147,4367.176544854628,No
4075-JFPGR,Female,0,Yes,No,34,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,106.1805267103187,4670.868460269408,No
4629-NRXKX,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,85.689566624572,201.10843115326222,Yes
9514-JDSKI,Male,1,Yes,No,0,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,54.08197387601493,108.45473640889266,Yes
3282-ZISZV,Male,0,No,Yes,27,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),93.1850034229072,,No
3675-YDUPJ,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.036944082536028,249.68430698742134,No
4111-BNXIF,Female,0,Yes,Yes,54,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,76.13149978363789,4168.477186907481,No
7017-VFHAY,Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),131.6432458478444,7040.541481085904,No
6655-LHBYW,Male,0,No,No,33,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),127.08029233809012,5849.943391437277,No
4959-JOSRX,Female,0,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),62.77662696693749,116.84650118192957,Yes
5046-NUHWD,Female,1,Yes,No,21,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,59.66896384624498,1264.7695154318285,No
7273-TEFQD,Male,1,No,No,2,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,49.3023056997194,168.64585671534667,Yes
3606-TWKGI,Male,1,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,118.42598694651363,1419.8952045219287,Yes
7529-ZDFXI,Male,1,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,102.4364402052652,4987.896212193364,No
7605-BDWDC,Female,0,No,No,26,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),57.68786848256957,1597.4664443439062,No
1950-KSVVJ,Female,0,Yes,No,39,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,125.98319163115022,5076.861525846012,No
0123-CRBRT,Female,0,Yes,Yes,56,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,97.0690087666569,5565.640980809639,No
6292-TOSSS,Male,0,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),34.591969254462995,1179.970406149438,No
3197-ARFOY,Female,1,No,No,16,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,117.70228536011957,2074.865309507242,No
6323-AYBRX,Male,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,44.87689936429256,1151.0490363547167,Yes
7014-ZZXAW,Female,0,Yes,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),39.41280143846371,1764.3358232936814,No
4385-GZQXV,Female,1,No,No,12,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,102.56311098827335,1547.4500968526365,Yes
7633-MVPUY,Male,0,Yes,No,52,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,77.84211392108651,3499.083797917028,No
6366-ZGQGL,Male,0,No,No,0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),38.11008789517696,65.66139762299647,Yes
4716-HHKQH,Male,1,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,122.11734701209936,2207.1710094461864,No
5940-AHUHD,Male,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,86.13992405062449,169.51655817156328,Yes
6432-TWQLB,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,98.01466271418738,439.78599498302515,Yes
4484-GLZOU,Female,0,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,127.32976637088917,5682.713261337418,Yes
